"Page Id","Post Id","From Name","From Category","From Id","Page Owner","To Name","To Category","To Id","Message","Message Tags","Picture","Link","Description","Name","Caption","Source","Icon","Privacy Description","Privacy Value","Type","Story","Story Tags","Number Of Comments","Number Of Likes","With Tags","Object Id","Created Time","Update Time","Data Aquired Time"
"368669079928720","368669079928720_1405743516413745","Pega Prpc","","1828794120775347","0","Pega Group","","368669079928720","hi friends we are going to start pega prpc corporate  training.class room and online training interested people please contact.
ph no : 9640198359","0","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11140120_1405743516413745_7643360668738196399_n.jpg?oh=eb10c2ea6c3af4f20cb20767339a3abf&amp;oe=594F3272","https://www.facebook.com/photo.php?fbid=1405743516413745&amp;set=o.368669079928720&amp;type=3","","","","","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11140120_1405743516413745_7643360668738196399_n.jpg?oh=eb10c2ea6c3af4f20cb20767339a3abf&amp;oe=594F3272","","","photo","","0","1","2","0","1405743516413745","2015-04-24 02:15:32","","2017-04-21 09:46:57"
"368669079928720","368669079928720_597922920307363","Shrinivas Reddy","","1071322136300770","0","Pega Group","","368669079928720","https://www.youtube.com/watch?v=0mwF4LoiDo4&amp;list=UUMv8GBgIujMjRcw6RLaVwhQ","0","https://external.xx.fbcdn.net/safe_image.php?d=AQBO6JA-9eLebxWh&amp;w=130&amp;h=130&amp;url=http%3A%2F%2Fi.ytimg.com%2Fvi%2F0mwF4LoiDo4%2Fmaxresdefault.jpg&amp;cfs=1&amp;_nc_hash=AQD7ujL93b8edXHJ","https://www.youtube.com/watch?v=0mwF4LoiDo4&amp;list=UUMv8GBgIujMjRcw6RLaVwhQ","http://www.ibmitsolutions.com/pages/page-snippets/contact-us-a-big-map-version/ Pega courses provide you with all the knowledge needed to master the world&#039;s ...","PEGA Online Training | PEGA Online Training demo -ibmitsolutions.com","youtube.com","http://www.ibmitsolutions.com/pages/page-snippets/contact-us-a-big-map-version/ Pega courses provide you with all the knowledge needed to master the world&#039;s ...","https://external.xx.fbcdn.net/safe_image.php?d=AQBO6JA-9eLebxWh&amp;w=130&amp;h=130&amp;url=http%3A%2F%2Fi.ytimg.com%2Fvi%2F0mwF4LoiDo4%2Fmaxresdefault.jpg&amp;cfs=1&amp;_nc_hash=AQD7ujL93b8edXHJ","","","video","","0","0","0","0","","2014-11-16 04:46:47","","2017-04-21 09:46:57"
"368669079928720","368669079928720_561519580643668","Sap Hana","","1951542645091150","0","Pega Group","","368669079928720","pega training ,and pega certification can be done...

here","0","","","","","","","","","","status","","0","1","0","0","","2014-10-16 04:22:02","","2017-04-21 09:46:57"
"368669079928720","368669079928720_470672473061713","Pega Group","","368669079928720","1","","","","Bản cover full cho game đang đình đám: Freaking Math. Mọi người chơi và ủng hộ mình với nào :3

https://play.google.com/store/apps/details?id=com.pega.freakingmath","0","https://external.xx.fbcdn.net/safe_image.php?d=AQCL2nfyuJVheBVc&amp;w=130&amp;h=130&amp;url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Ft45.1600-4%2F17860604_6066845822487_6117009641210642432_n.png&amp;cfs=1&amp;_nc_hash=AQDlmMAnYxH1KcFI","http://play.google.com/store/apps/details?id=com.pega.freakingmath","","Freaking Math Full","","","https://external.xx.fbcdn.net/safe_image.php?d=AQCL2nfyuJVheBVc&amp;w=130&amp;h=130&amp;url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Ft45.1600-4%2F17860604_6066845822487_6117009641210642432_n.png&amp;cfs=1&amp;_nc_hash=AQDlmMAnYxH1KcFI","","","link","","0","0","1","0","","2014-04-09 03:11:09","","2017-04-21 09:46:57"
"368669079928720","368669079928720_456109754517985","Pega Group","","368669079928720","1","","","","Chương trình có phóng sự về phần mềm pBus của nhóm mình nà :3 Mọi người cùng xem nha ^^
http://www.youtube.com/watch?v=-WaobNgJ-AE","0","","","","","","","","","","status","","0","0","2","0","","2014-03-05 08:45:33","","2017-04-21 09:46:57"
"368669079928720","368669079928720_1393989827537931","Sống tốt","","542590852515401","0","Pega Group","","368669079928720","Chương trình có phóng sự về phần mềm pBus của các bạn nè :)","0","https://external.xx.fbcdn.net/safe_image.php?d=AQB7hl9Q-UvRFYIZ&amp;w=130&amp;h=130&amp;url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2F-WaobNgJ-AE%2Fhqdefault.jpg&amp;cfs=1&amp;_nc_hash=AQDxIt-rjm_hLOsW","http://www.youtube.com/watch?v=-WaobNgJ-AE","Chương trình TGCN phát sóng lúc 16h40 trên HTV9 Bạn muốn biết hôm nay trên thế giới đã xuất hiện những công nghệ mới gì? Bạn muốn tìm hiểu về những công nghệ...","Chương trình Thế Giới Công Nghệ số 05","youtube.com","Chương trình TGCN phát sóng lúc 16h40 trên HTV9 Bạn muốn biết hôm nay trên thế giới đã xuất hiện những công nghệ mới gì? Bạn muốn tìm hiểu về những công nghệ...","https://external.xx.fbcdn.net/safe_image.php?d=AQB7hl9Q-UvRFYIZ&amp;w=130&amp;h=130&amp;url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2F-WaobNgJ-AE%2Fhqdefault.jpg&amp;cfs=1&amp;_nc_hash=AQDxIt-rjm_hLOsW","","","video","","0","0","1","0","","2014-03-05 08:43:25","","2017-04-21 09:46:57"
"368669079928720","368669079928720_431590300303264","Quỳnh Vân","","10208805947609625","0","Pega Group","","368669079928720","Hi các bạn Pega Group.
Mình cần liên hệ với bạn Tín/hoặc bất kỳ thành viên trong nhóm để tìm hiểu thêm về Pbus. ĐT của bạn Tín ko liên lạc được. Các bạn giúp mình nhé. Thanks. Gọi lại cho mình 0975.210.564","0","","","","","","","","","","status","","0","1","1","0","","2014-01-09 04:21:09","","2017-04-21 09:46:57"
"368669079928720","368669079928720_420020744793553","Nguyễn Minh Giang","","1954806401414465","0","Pega Group","","368669079928720","Chào các bạn, mình là Giang bên chuyên mục thế giới công nghệ của đài truyền hình HTV. Mình muốn liên hệ để làm 1 phóng sự về các phần mềm của các bạn, cụ thể là phần mềm pBUS. Các bạn có thể cho mình xin thông tin liên hệ để trao đổi thêm được không?
Cảm ơn các bạn
Minh Giang - 0906688748
Email : minhgiang@dienquan.com","0","","","","","","","","","","status","","0","1","1","0","","2013-12-13 05:09:16","","2017-04-21 09:46:57"
"368669079928720","368669079928720_517325311708479","Nagarjun Ch","","1282264068547929","0","Pega Group","","368669079928720","Free pega prpc tutorials,certification dumps,interview questions with answers, pega realtime tasks and many more.....
http://pdnworld.blogspot.in/","0","https://external.xx.fbcdn.net/safe_image.php?d=AQByAlqHwFkwStkb&amp;w=130&amp;h=130&amp;url=http%3A%2F%2F1.bp.blogspot.com%2F-gxppM8WlLSg%2FUqBKmRaMpgI%2FAAAAAAAABPM%2FKJWgDS1jy8E%2Fs1600%2FPega_Realtime_Task_No.1.png&amp;cfs=1&amp;_nc_hash=AQDSmGCujpRN3tZG","http://pdnworld.blogspot.com/","pdnworld,pegapdn,pega tutorial,pega training,pdn,PRPC,flow action,activity,property,clipboard,userinterface,bpm,data model","PDN WORLD - Learn for Change","pdnworld.blogspot.com","pdnworld,pegapdn,pega tutorial,pega training,pdn,PRPC,flow action,activity,property,clipboard,userinterface,bpm,data model","https://external.xx.fbcdn.net/safe_image.php?d=AQByAlqHwFkwStkb&amp;w=130&amp;h=130&amp;url=http%3A%2F%2F1.bp.blogspot.com%2F-gxppM8WlLSg%2FUqBKmRaMpgI%2FAAAAAAAABPM%2FKJWgDS1jy8E%2Fs1600%2FPega_Realtime_Task_No.1.png&amp;cfs=1&amp;_nc_hash=AQDSmGCujpRN3tZG","","","link","","0","0","1","0","","2013-12-07 07:18:46","","2017-04-21 09:46:57"
"368669079928720","368669079928720_416247928504168","Pega Group","","368669079928720","1","","","","Đã hỗ trợ rất nhiều device rồi nhá mọi người, chiến đi","0","https://external.xx.fbcdn.net/safe_image.php?d=AQD5nizvSKtZ4mz5&amp;w=130&amp;h=130&amp;url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Ft45.1600-4%2F17860405_6066845824087_5173956147245219840_n.png&amp;cfs=1&amp;_nc_hash=AQA8qqL3S-YWb3V5","http://www.tinhte.vn/threads/cyanogenmod-10-2-chinh-thuc-da-co-the-tai-ve-phien-ban-hoan-thien.2217005/","[ATTACH] Sau một thời gian phát triển và tung ra các bản thử nghiệm thì vừa qua Cyanogen đã chính thức cung cấp bản rom cook Cyanogenmod 10.2 ổn định,...","CyanogenMod 10.2 chính thức, đã có thể tải về phiên bản hoàn thiện","tinhte.vn","[ATTACH] Sau một thời gian phát triển và tung ra các bản thử nghiệm thì vừa qua Cyanogen đã chính thức cung cấp bản rom cook Cyanogenmod 10.2 ổn định,...","https://external.xx.fbcdn.net/safe_image.php?d=AQD5nizvSKtZ4mz5&amp;w=130&amp;h=130&amp;url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Ft45.1600-4%2F17860405_6066845824087_5173956147245219840_n.png&amp;cfs=1&amp;_nc_hash=AQA8qqL3S-YWb3V5","","","link","","0","0","0","0","","2013-12-04 02:37:33","","2017-04-21 09:46:57"
"368669079928720","368669079928720_407367752725519","Pega Group","","368669079928720","1","","","","Kết quả 1 ngày lên tinhte.vn :3

Đã được 1713 lượt down. 

Hãy nghĩ tới con số 5000 nào mọi người ơi","0","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1471272_407367752725519_699756123_n.png?oh=123b4567b2c1e3e7ba84c7093c46f4ac&amp;oe=5980BE2E","https://www.facebook.com/368669079928720/photos/a.388282521300709.1073741828.368669079928720/407367752725519/?type=3","","Timeline Photos","","","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1471272_407367752725519_699756123_n.png?oh=123b4567b2c1e3e7ba84c7093c46f4ac&amp;oe=5980BE2E","","","photo","","0","0","5","0","407367752725519","2013-11-12 18:46:11","","2017-04-21 09:46:57"
